guest_key,display_name,n_candidates,reason
kaplan|joshua|joshua,Joshua Kaplan,45,"name too common in DIME donor pool (n=45 same-name individuals, no recipient/candidate match) -- not search-tractable"
cohen|rachel|rachel,Rachel Cohen,164,"name too common in DIME donor pool (n=164 same-name individuals, no recipient/candidate match) -- not search-tractable"
brown|danielle|danielle k,Danielle K. Brown,146,"name too common in DIME donor pool (n=146 same-name individuals, no recipient/candidate match) -- not search-tractable"
chen|albert|albert,Albert Chen,57,"name too common in DIME donor pool (n=57 same-name individuals, no recipient/candidate match) -- not search-tractable"
fox|jesse|jesse david,Jesse David Fox,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
mcdonnell|timothy|tim,Tim McDonnell,35,"name too common in DIME donor pool (n=35 same-name individuals, no recipient/candidate match) -- not search-tractable"
caulfield|michael|mike,Mike Caulfield,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
bartholomew|robert|robert,Robert Bartholomew,63,"name too common in DIME donor pool (n=63 same-name individuals, no recipient/candidate match) -- not search-tractable"
lee|min|min jin,Min Jin Lee,112,"name too common in DIME donor pool (n=112 same-name individuals, no recipient/candidate match) -- not search-tractable"
james|emily|emily st,Emily St. James,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
smith|noah|noah,Noah Smith,91,"name too common in DIME donor pool (n=91 same-name individuals, no recipient/candidate match) -- not search-tractable"
grimes|christopher|christopher,Christopher Grimes,41,"name too common in DIME donor pool (n=41 same-name individuals, no recipient/candidate match) -- not search-tractable"
williamson|elizabeth|elizabeth,Elizabeth Williamson,140,"name too common in DIME donor pool (n=140 same-name individuals, no recipient/candidate match) -- not search-tractable"
hawks|john|john,John Hawks,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
schneider|jack|jack,Jack Schneider,50,"name too common in DIME donor pool (n=50 same-name individuals, no recipient/candidate match) -- not search-tractable"
bennett|laura|laura,Laura Bennett,126,"name too common in DIME donor pool (n=126 same-name individuals, no recipient/candidate match) -- not search-tractable"
peters|justin|justin,Justin Peters,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
peterson|anne|anne helen,Anne Helen Peterson,161,"name too common in DIME donor pool (n=161 same-name individuals, no recipient/candidate match) -- not search-tractable"
foster|alan|alan dean,Alan Dean Foster,66,"name too common in DIME donor pool (n=66 same-name individuals, no recipient/candidate match) -- not search-tractable"
hand|elizabeth|elizabeth,Elizabeth Hand,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
jenkins|alan|alan,Alan Jenkins,52,"name too common in DIME donor pool (n=52 same-name individuals, no recipient/candidate match) -- not search-tractable"
matos|carlos|carlos,Carlos Matos,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
marshall|sarah|sarah,Sarah Marshall,95,"name too common in DIME donor pool (n=95 same-name individuals, no recipient/candidate match) -- not search-tractable"
moore|natalie|natalie,Natalie Moore,48,"name too common in DIME donor pool (n=48 same-name individuals, no recipient/candidate match) -- not search-tractable"
collier|kevin|kevin,Kevin Collier,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
fox|justin|justin,Justin Fox,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
grant|adam|adam,Adam Grant,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
ortiz|luis|luis j valentin,Luis J. Valentín Ortiz,149,"name too common in DIME donor pool (n=149 same-name individuals, no recipient/candidate match) -- not search-tractable"
patterson|margaret|maggie jones,Maggie Jones Patterson,167,"name too common in DIME donor pool (n=167 same-name individuals, no recipient/candidate match) -- not search-tractable"
cunningham|amelia|amy,Amy Cunningham,68,"name too common in DIME donor pool (n=68 same-name individuals, no recipient/candidate match) -- not search-tractable"
morris|pat|pat,Pat Morris,47,"name too common in DIME donor pool (n=47 same-name individuals, no recipient/candidate match) -- not search-tractable"
walters|laura|laura,Laura Walters,59,"name too common in DIME donor pool (n=59 same-name individuals, no recipient/candidate match) -- not search-tractable"
whitehead|andrew|andrew,Andrew Whitehead,33,"name too common in DIME donor pool (n=33 same-name individuals, no recipient/candidate match) -- not search-tractable"
jenkins|jack|jack,Jack Jenkins,60,"name too common in DIME donor pool (n=60 same-name individuals, no recipient/candidate match) -- not search-tractable"
andrews|jeff|jeff,Jeff Andrews,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
macfarlane|robert|robert,Robert Macfarlane,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
carlin|daniel|dan,Dan Carlin,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
cramer|margaret|meg,Meg Cramer,35,"name too common in DIME donor pool (n=35 same-name individuals, no recipient/candidate match) -- not search-tractable"
riley|kevin|kevin,Kevin Riley,171,"name too common in DIME donor pool (n=171 same-name individuals, no recipient/candidate match) -- not search-tractable"
meyers|cynthia|cynthia b,Cynthia B. Meyers,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
waldman|steven|steven,Steven Waldman,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
hendrix|steven|steve,Steve Hendrix,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
connelly|matthew|matthew,Matthew Connelly,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
robinson|nathan|nathan,Nathan Robinson,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
williams|brittany|brittany,Brittany Williams,79,"name too common in DIME donor pool (n=79 same-name individuals, no recipient/candidate match) -- not search-tractable"
morales|john|john,John Morales,85,"name too common in DIME donor pool (n=85 same-name individuals, no recipient/candidate match) -- not search-tractable"
knowles|scott|scott gabriel,Scott Gabriel Knowles,33,"name too common in DIME donor pool (n=33 same-name individuals, no recipient/candidate match) -- not search-tractable"
goodale|james|james,James Goodale,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
halpern|michael|michael,Michael Halpern,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
clark|anna|anna,Anna Clark,115,"name too common in DIME donor pool (n=115 same-name individuals, no recipient/candidate match) -- not search-tractable"
stone|geoffrey|geoffrey,Geoffrey Stone,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
rose|jean|jean la,Jean La Rose,47,"name too common in DIME donor pool (n=47 same-name individuals, no recipient/candidate match) -- not search-tractable"
moore|sarah|sarah,Sarah Moore,305,"name too common in DIME donor pool (n=305 same-name individuals, no recipient/candidate match) -- not search-tractable"
salazar|diego|diego,Diego Salazar,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
wood|mary|mary christina,Mary Christina Wood,513,"name too common in DIME donor pool (n=513 same-name individuals, no recipient/candidate match) -- not search-tractable"
keene|john|john,John Keene,51,"name too common in DIME donor pool (n=51 same-name individuals, no recipient/candidate match) -- not search-tractable"
katz|jonathan|jonathan m,Jonathan M. Katz,92,"name too common in DIME donor pool (n=92 same-name individuals, no recipient/candidate match) -- not search-tractable"
fitzgerald|andrew|drew,Drew FitzGerald,58,"name too common in DIME donor pool (n=58 same-name individuals, no recipient/candidate match) -- not search-tractable"
greenberg|andrew|andy,Andy Greenberg,64,"name too common in DIME donor pool (n=64 same-name individuals, no recipient/candidate match) -- not search-tractable"
wilson|cody|cody,Cody Wilson,54,"name too common in DIME donor pool (n=54 same-name individuals, no recipient/candidate match) -- not search-tractable"
marsh|laura|laura,Laura Marsh,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
reed|kimberly|kimberly,Kimberly Reed,79,"name too common in DIME donor pool (n=79 same-name individuals, no recipient/candidate match) -- not search-tractable"
goldberg|susan|susan,Susan Goldberg,138,"name too common in DIME donor pool (n=138 same-name individuals, no recipient/candidate match) -- not search-tractable"
mitchell|daniel|dan,Dan Mitchell,341,"name too common in DIME donor pool (n=341 same-name individuals, no recipient/candidate match) -- not search-tractable"
cooper|audrey|audrey,Audrey Cooper,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
gonzalez|walter|walter ronald gonzalez,Walter Ronald Gonzalez Gonzalez,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
goldberg|michelle|michelle,Michelle Goldberg,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
ford|paul|paul,Paul Ford,148,"name too common in DIME donor pool (n=148 same-name individuals, no recipient/candidate match) -- not search-tractable"
hart|carl|carl,Dr. Carl Hart,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
solomon|james|james,James Solomon,97,"name too common in DIME donor pool (n=97 same-name individuals, no recipient/candidate match) -- not search-tractable"
werner|john|john,John Werner,158,"name too common in DIME donor pool (n=158 same-name individuals, no recipient/candidate match) -- not search-tractable"
