guest_key,display_name,n_candidates,reason
ruiz|juan|juan carlos,Reverend Juan Carlos Ruiz,139,"name too common in DIME donor pool (n=139 same-name individuals, no recipient/candidate match) -- not search-tractable"
perez|rosie|rosie,Rosie Perez,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
wolf|nicholas|nicholas,Nicholas Wolf,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
leland|john|john,John Leland,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
welch|craig|craig,Craig Welch,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
cruz|rachel|rachel,Rachel Cruz,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
thompson|heather|heather ann,Heather Ann Thompson,134,"name too common in DIME donor pool (n=134 same-name individuals, no recipient/candidate match) -- not search-tractable"
williams|annie|annie joy,Annie Joy Williams,150,"name too common in DIME donor pool (n=150 same-name individuals, no recipient/candidate match) -- not search-tractable"
elliott|rebecca|rebecca f,Rebecca F. Elliott,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
chow|andrew|andrew r,Andrew R. Chow,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
cruz|gilbert|gilbert,Gilbert Cruz,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
cohen|zachary|zachary,Zachary Cohen,67,"name too common in DIME donor pool (n=67 same-name individuals, no recipient/candidate match) -- not search-tractable"
hong|joseph|joe,Joe Hong,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
rivera|samuel|sam,Sam Rivera,65,"name too common in DIME donor pool (n=65 same-name individuals, no recipient/candidate match) -- not search-tractable"
berman|andrew|andrew,Andrew Berman,70,"name too common in DIME donor pool (n=70 same-name individuals, no recipient/candidate match) -- not search-tractable"
torres|amelia|amy,Amy Torres,50,"name too common in DIME donor pool (n=50 same-name individuals, no recipient/candidate match) -- not search-tractable"
cruz|david|david,David Cruz,149,"name too common in DIME donor pool (n=149 same-name individuals, no recipient/candidate match) -- not search-tractable"
linden|robert|bob van der,Bob van der Linden,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
austin|jennifer|jennifer jones,Jennifer Jones Austin,103,"name too common in DIME donor pool (n=103 same-name individuals, no recipient/candidate match) -- not search-tractable"
moore|jared|jared,Jared Moore,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
arnold|christopher|chris feliciano,Chris Feliciano Arnold,126,"name too common in DIME donor pool (n=126 same-name individuals, no recipient/candidate match) -- not search-tractable"
gilbert|sarah|sarah,Sarah Gilbert,75,"name too common in DIME donor pool (n=75 same-name individuals, no recipient/candidate match) -- not search-tractable"
daniels|thomas|thomas,Thomas Daniels,204,"name too common in DIME donor pool (n=204 same-name individuals, no recipient/candidate match) -- not search-tractable"
barnes|katherine|katie,Katie Barnes,189,"name too common in DIME donor pool (n=189 same-name individuals, no recipient/candidate match) -- not search-tractable"
brown|phil|phil,Phil Brown,80,"name too common in DIME donor pool (n=80 same-name individuals, no recipient/candidate match) -- not search-tractable"
coker|robert|robert,Robert Coker,61,"name too common in DIME donor pool (n=61 same-name individuals, no recipient/candidate match) -- not search-tractable"
barnes|douglas|douglas,Douglas Barnes,77,"name too common in DIME donor pool (n=77 same-name individuals, no recipient/candidate match) -- not search-tractable"
cohen|gary|gary,Gary Cohen,200,"name too common in DIME donor pool (n=200 same-name individuals, no recipient/candidate match) -- not search-tractable"
parker|marjorie|marjorie,Marjorie Parker,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
graham|mark|mark,Mark Graham,206,"name too common in DIME donor pool (n=206 same-name individuals, no recipient/candidate match) -- not search-tractable"
brown|sarah|sarah,Sarah Brown,558,"name too common in DIME donor pool (n=558 same-name individuals, no recipient/candidate match) -- not search-tractable"
rosenberg|joseph|joseph,Joseph Rosenberg,61,"name too common in DIME donor pool (n=61 same-name individuals, no recipient/candidate match) -- not search-tractable"
chen|anthony|anthony,Anthony Chen,96,"name too common in DIME donor pool (n=96 same-name individuals, no recipient/candidate match) -- not search-tractable"
wise|jeff|jeff,Jeff Wise,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
gardner|timothy|timothy,Timothy Gardner,116,"name too common in DIME donor pool (n=116 same-name individuals, no recipient/candidate match) -- not search-tractable"
fox|jennifer|jenny,Jenny Fox,159,"name too common in DIME donor pool (n=159 same-name individuals, no recipient/candidate match) -- not search-tractable"
jennings|rebecca|rebecca,Rebecca Jennings,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
hinojosa|maria|maria,Maria Hinojosa,31,"name too common in DIME donor pool (n=31 same-name individuals, no recipient/candidate match) -- not search-tractable"
lerner|susan|susan,Susan Lerner,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
silk|thomas|tommy,Tommy Silk,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
young|gregory|greg,Greg Young,336,"name too common in DIME donor pool (n=336 same-name individuals, no recipient/candidate match) -- not search-tractable"
newman|lisa|lisa,Lisa Newman,107,"name too common in DIME donor pool (n=107 same-name individuals, no recipient/candidate match) -- not search-tractable"
nelson|erik|erik,Erik Nelson,131,"name too common in DIME donor pool (n=131 same-name individuals, no recipient/candidate match) -- not search-tractable"
wolfe|rachel|rachel,Rachel Wolfe,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
green|rachel|rachel,Rachel Green,85,"name too common in DIME donor pool (n=85 same-name individuals, no recipient/candidate match) -- not search-tractable"
ritter|scott|scott,Scott Ritter,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
betz|david|david,David Betz,36,"name too common in DIME donor pool (n=36 same-name individuals, no recipient/candidate match) -- not search-tractable"
wong|nelson|nelson,Nelson Wong,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
galloway|george|george,George Galloway,36,"name too common in DIME donor pool (n=36 same-name individuals, no recipient/candidate match) -- not search-tractable"
mcmahon|peter|peter,Peter McMahon,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
berg|aaron|aaron,Aaron Berg,26,"name too common in DIME donor pool (n=26 same-name individuals, no recipient/candidate match) -- not search-tractable"
ann|lisa|lisa,Lisa Ann,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
roberts|evan|evan,Evan Roberts,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
ludwig|thomas|thomas,Thomas Ludwig,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
reese|ryan|ryan,Ryan Reese,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
robinson|heather|heather,Heather Robinson,94,"name too common in DIME donor pool (n=94 same-name individuals, no recipient/candidate match) -- not search-tractable"
cruz|jessica|jessica de la,Jessica de la Cruz,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
smith|amber|amber,Amber Smith,147,"name too common in DIME donor pool (n=147 same-name individuals, no recipient/candidate match) -- not search-tractable"
levin|harvey|harvey,Harvey Levin,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
family|the|the failla,The Failla Family,52,"name too common in DIME donor pool (n=52 same-name individuals, no recipient/candidate match) -- not search-tractable"
martin|deanna|deanna,Deanna Martin,41,"name too common in DIME donor pool (n=41 same-name individuals, no recipient/candidate match) -- not search-tractable"
ingram|daniel|daniel m,Dr. Daniel M. Ingram,55,"name too common in DIME donor pool (n=55 same-name individuals, no recipient/candidate match) -- not search-tractable"
higgins|patrick|patrick,Patrick Higgins,127,"name too common in DIME donor pool (n=127 same-name individuals, no recipient/candidate match) -- not search-tractable"
james|joy|joy,Joy James,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
chaney|william|william,William Chaney,75,"name too common in DIME donor pool (n=75 same-name individuals, no recipient/candidate match) -- not search-tractable"
riggins|thomas|thomas,Thomas Riggins,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
russell|joshua|joshua kahn,Joshua Kahn Russell,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
holland|timothy|tim,Tim Holland,74,"name too common in DIME donor pool (n=74 same-name individuals, no recipient/candidate match) -- not search-tractable"
loy|david|david r,David R. Loy,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
medina|luis|luis,Luis Medina,107,"name too common in DIME donor pool (n=107 same-name individuals, no recipient/candidate match) -- not search-tractable"
hall|rebecca|rebecca,Dr. Rebecca Hall,189,"name too common in DIME donor pool (n=189 same-name individuals, no recipient/candidate match) -- not search-tractable"
merriman|john|john,Dr. John Merriman,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
singh|ajit|ajit,Ajit Singh,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
carson|matthew|matthew,Matthew Carson,44,"name too common in DIME donor pool (n=44 same-name individuals, no recipient/candidate match) -- not search-tractable"
white|gerard|gerard,Gerard White,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
engelhardt|david|david,David Engelhardt,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
patterson|ross|ross,Ross Patterson,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
rose|keith|keith,Dr. Keith Rose,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
stevens|shane|shane,Shane Stevens,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
ellis|lee|lee,Lee Ellis,77,"name too common in DIME donor pool (n=77 same-name individuals, no recipient/candidate match) -- not search-tractable"
kauffman|richard|richard,Richard Kauffman,54,"name too common in DIME donor pool (n=54 same-name individuals, no recipient/candidate match) -- not search-tractable"
jacobson|nancy|nancy,Nancy Jacobson,71,"name too common in DIME donor pool (n=71 same-name individuals, no recipient/candidate match) -- not search-tractable"
kelly|doug|doug,Doug Kelly,27,"name too common in DIME donor pool (n=27 same-name individuals, no recipient/candidate match) -- not search-tractable"
wise|adam|adam,Adam Wise,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
brown|lara|lara m,Lara M. Brown,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
ahern|mary|mary ann,Mary Ann Ahern,35,"name too common in DIME donor pool (n=35 same-name individuals, no recipient/candidate match) -- not search-tractable"
bradley|anne|anne rathbone,Anne Rathbone Bradley,71,"name too common in DIME donor pool (n=71 same-name individuals, no recipient/candidate match) -- not search-tractable"
pinkerton|james|james,James Pinkerton,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
pratt|dennis|dennis,Dennis Pratt,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
mccarthy|kenneth|ken,Ken McCarthy,54,"name too common in DIME donor pool (n=54 same-name individuals, no recipient/candidate match) -- not search-tractable"
coyne|christopher|christopher,Christopher Coyne,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
wolf|michael|michael,Michael Wolf,312,"name too common in DIME donor pool (n=312 same-name individuals, no recipient/candidate match) -- not search-tractable"
church|michael|mike,Mike Church,76,"name too common in DIME donor pool (n=76 same-name individuals, no recipient/candidate match) -- not search-tractable"
smith|keri|keri,Keri Smith,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
hudson|nicholas|nick,Nick Hudson,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
hudson|daniel|danny,Danny Hudson,123,"name too common in DIME donor pool (n=123 same-name individuals, no recipient/candidate match) -- not search-tractable"
alexander|rachel|rachel,Rachel Alexander,58,"name too common in DIME donor pool (n=58 same-name individuals, no recipient/candidate match) -- not search-tractable"
miller|ian|ian,Ian Miller,108,"name too common in DIME donor pool (n=108 same-name individuals, no recipient/candidate match) -- not search-tractable"
davidson|laura|laura,Laura Davidson,83,"name too common in DIME donor pool (n=83 same-name individuals, no recipient/candidate match) -- not search-tractable"
johnston|kevin|kevin,Kevin Johnston,88,"name too common in DIME donor pool (n=88 same-name individuals, no recipient/candidate match) -- not search-tractable"
evans|jeremy|jeremy,Jeremy Evans,58,"name too common in DIME donor pool (n=58 same-name individuals, no recipient/candidate match) -- not search-tractable"
erdman|james|jim,Jim Erdman,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
klein|peter|peter,Peter Klein,107,"name too common in DIME donor pool (n=107 same-name individuals, no recipient/candidate match) -- not search-tractable"
becker|joseph|joe,Joe Becker,163,"name too common in DIME donor pool (n=163 same-name individuals, no recipient/candidate match) -- not search-tractable"
mueller|john|john,John Mueller,290,"name too common in DIME donor pool (n=290 same-name individuals, no recipient/candidate match) -- not search-tractable"
roland|david|dave,Dave Roland,49,"name too common in DIME donor pool (n=49 same-name individuals, no recipient/candidate match) -- not search-tractable"
green|al|al,Al Green,45,"name too common in DIME donor pool (n=45 same-name individuals, no recipient/candidate match) -- not search-tractable"
farley|christopher|chris,Chris Farley,41,"name too common in DIME donor pool (n=41 same-name individuals, no recipient/candidate match) -- not search-tractable"
levy|daniel|daniel,Daniel Levy,148,"name too common in DIME donor pool (n=148 same-name individuals, no recipient/candidate match) -- not search-tractable"
houston|elizabeth|elizabeth booker,Elizabeth Booker Houston,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
cusack|john|john,John Cusack,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
smith|nadine|nadine,Nadine Smith,65,"name too common in DIME donor pool (n=65 same-name individuals, no recipient/candidate match) -- not search-tractable"
greenwald|robert|robert,Robert Greenwald,44,"name too common in DIME donor pool (n=44 same-name individuals, no recipient/candidate match) -- not search-tractable"
fernandez|angela|angela,Angela Fernandez,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
allen|byron|byron,Byron Allen,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
peterson|holly|holly,Holly Peterson,38,"name too common in DIME donor pool (n=38 same-name individuals, no recipient/candidate match) -- not search-tractable"
koch|mary|mary julia,Mary Julia Koch,112,"name too common in DIME donor pool (n=112 same-name individuals, no recipient/candidate match) -- not search-tractable"
hamilton|derek|derek,Derek Hamilton,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
lee|joon|joon,Joon Lee,74,"name too common in DIME donor pool (n=74 same-name individuals, no recipient/candidate match) -- not search-tractable"
johnson|byron|byron,Dr. Byron Johnson,100,"name too common in DIME donor pool (n=100 same-name individuals, no recipient/candidate match) -- not search-tractable"
ellis|jo|jo,Jo Ellis,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
stack|timothy|tim,Tim Stack,21,"name too common in DIME donor pool (n=21 same-name individuals, no recipient/candidate match) -- not search-tractable"
birch|david|david gw,David G.W. Birch,31,"name too common in DIME donor pool (n=31 same-name individuals, no recipient/candidate match) -- not search-tractable"
davis|patti|patti,Patti Davis,59,"name too common in DIME donor pool (n=59 same-name individuals, no recipient/candidate match) -- not search-tractable"
barry|ellen|ellen,Ellen Barry,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
jefferson|thomas|tom,Dr. Tom Jefferson,75,"name too common in DIME donor pool (n=75 same-name individuals, no recipient/candidate match) -- not search-tractable"
"foley|edward|edward ""ned""","Edward ""Ned"" Foley",109,"name too common in DIME donor pool (n=109 same-name individuals, no recipient/candidate match) -- not search-tractable"
ball|george|george,George Ball,104,"name too common in DIME donor pool (n=104 same-name individuals, no recipient/candidate match) -- not search-tractable"
friedman|alexander|alex,Alex Friedman,63,"name too common in DIME donor pool (n=63 same-name individuals, no recipient/candidate match) -- not search-tractable"
lynn|michael|michael,Michael Lynn,131,"name too common in DIME donor pool (n=131 same-name individuals, no recipient/candidate match) -- not search-tractable"
smith|nicole|nicole,Dr. Nicole Smith,366,"name too common in DIME donor pool (n=366 same-name individuals, no recipient/candidate match) -- not search-tractable"
byler|david|david,David Byler,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
flynn|kevin|kevin,Kevin Flynn,234,"name too common in DIME donor pool (n=234 same-name individuals, no recipient/candidate match) -- not search-tractable"
tucker|eric|eric,Eric Tucker,68,"name too common in DIME donor pool (n=68 same-name individuals, no recipient/candidate match) -- not search-tractable"
goldberg|benjamin|ben,Ben Goldberg,63,"name too common in DIME donor pool (n=63 same-name individuals, no recipient/candidate match) -- not search-tractable"
berger|susan|susan,Susan Berger,104,"name too common in DIME donor pool (n=104 same-name individuals, no recipient/candidate match) -- not search-tractable"
levine|jason|jason,Jason Levine,65,"name too common in DIME donor pool (n=65 same-name individuals, no recipient/candidate match) -- not search-tractable"
goldman|eric|eric,Eric Goldman,65,"name too common in DIME donor pool (n=65 same-name individuals, no recipient/candidate match) -- not search-tractable"
douglas|carl|carl e,Carl E. Douglas,33,"name too common in DIME donor pool (n=33 same-name individuals, no recipient/candidate match) -- not search-tractable"
mackenzie|katherine|kate,Kate Mackenzie,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
seymour|richard|richard,Richard Seymour,50,"name too common in DIME donor pool (n=50 same-name individuals, no recipient/candidate match) -- not search-tractable"
herzog|katherine|katie,Katie Herzog,29,"name too common in DIME donor pool (n=29 same-name individuals, no recipient/candidate match) -- not search-tractable"
boucher|david|dave,Dave Boucher,53,"name too common in DIME donor pool (n=53 same-name individuals, no recipient/candidate match) -- not search-tractable"
siegel|david|david,David Siegel,208,"name too common in DIME donor pool (n=208 same-name individuals, no recipient/candidate match) -- not search-tractable"
oberg|john|john,John Oberg,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
holland|benjamin|ben,Ben Holland,42,"name too common in DIME donor pool (n=42 same-name individuals, no recipient/candidate match) -- not search-tractable"
daniel|joseph|joe,Joe Daniel,88,"name too common in DIME donor pool (n=88 same-name individuals, no recipient/candidate match) -- not search-tractable"
stein|daniel|dan,Dan Stein,134,"name too common in DIME donor pool (n=134 same-name individuals, no recipient/candidate match) -- not search-tractable"
moyer|william|bill,Bill Moyer,103,"name too common in DIME donor pool (n=103 same-name individuals, no recipient/candidate match) -- not search-tractable"
gonzalez|laura|laura,Laura Gonzalez,142,"name too common in DIME donor pool (n=142 same-name individuals, no recipient/candidate match) -- not search-tractable"
goldstein|david|david,David Goldstein,308,"name too common in DIME donor pool (n=308 same-name individuals, no recipient/candidate match) -- not search-tractable"
ross|sara|sara,Sara Ross,49,"name too common in DIME donor pool (n=49 same-name individuals, no recipient/candidate match) -- not search-tractable"
johnson|alfred|alfred,Alfred Johnson,162,"name too common in DIME donor pool (n=162 same-name individuals, no recipient/candidate match) -- not search-tractable"
tucker|todd|todd,Todd Tucker,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
cotton|steven|steve,Steve Cotton,27,"name too common in DIME donor pool (n=27 same-name individuals, no recipient/candidate match) -- not search-tractable"
chase|jennifer|jenny,Jenny Chase,63,"name too common in DIME donor pool (n=63 same-name individuals, no recipient/candidate match) -- not search-tractable"
wang|anthony|anthony,Anthony Wang,56,"name too common in DIME donor pool (n=56 same-name individuals, no recipient/candidate match) -- not search-tractable"
morris|emily|emily,Emily Morris,85,"name too common in DIME donor pool (n=85 same-name individuals, no recipient/candidate match) -- not search-tractable"
johnson|nels|nels,Nels Johnson,35,"name too common in DIME donor pool (n=35 same-name individuals, no recipient/candidate match) -- not search-tractable"
beckman|david|david,David Beckman,45,"name too common in DIME donor pool (n=45 same-name individuals, no recipient/candidate match) -- not search-tractable"
thompson|erica|erica,Erica Thompson,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
frank|andrew|andy,Andy Frank,131,"name too common in DIME donor pool (n=131 same-name individuals, no recipient/candidate match) -- not search-tractable"
moore|fran|fran,Fran Moore,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
hsu|david|david,David Hsu,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
wilkinson|william|will,Will Wilkinson,220,"name too common in DIME donor pool (n=220 same-name individuals, no recipient/candidate match) -- not search-tractable"
powell|jerome|jerome,Jerome Powell,24,"name too common in DIME donor pool (n=24 same-name individuals, no recipient/candidate match) -- not search-tractable"
buckley|christopher|christopher,Christopher Buckley,93,"name too common in DIME donor pool (n=93 same-name individuals, no recipient/candidate match) -- not search-tractable"
bush|mary|mary,Mary Bush,142,"name too common in DIME donor pool (n=142 same-name individuals, no recipient/candidate match) -- not search-tractable"
epstein|richard|richard,Richard Epstein,73,"name too common in DIME donor pool (n=73 same-name individuals, no recipient/candidate match) -- not search-tractable"
blumenthal|daniel|dan,Dan Blumenthal,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
gregory|paul|paul,Paul Gregory,133,"name too common in DIME donor pool (n=133 same-name individuals, no recipient/candidate match) -- not search-tractable"
cogan|john|john,John Cogan,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
long|cynthia|cindy,Cindy Long,147,"name too common in DIME donor pool (n=147 same-name individuals, no recipient/candidate match) -- not search-tractable"
stewart|chad|chad,Chad Stewart,60,"name too common in DIME donor pool (n=60 same-name individuals, no recipient/candidate match) -- not search-tractable"
silva|kenneth|ken,Ken Silva,34,"name too common in DIME donor pool (n=34 same-name individuals, no recipient/candidate match) -- not search-tractable"
l|michael|mike,Mike L,83,"name too common in DIME donor pool (n=83 same-name individuals, no recipient/candidate match) -- not search-tractable"
logan|lisa|lisa,Lisa Logan,43,"name too common in DIME donor pool (n=43 same-name individuals, no recipient/candidate match) -- not search-tractable"
williams|hannah|hannah,Hannah Williams,75,"name too common in DIME donor pool (n=75 same-name individuals, no recipient/candidate match) -- not search-tractable"
lee|maureen|maureen elgersman,Maureen Elgersman Lee,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
hunt|bruce|bruce,Bruce Hunt,78,"name too common in DIME donor pool (n=78 same-name individuals, no recipient/candidate match) -- not search-tractable"
morris|bonnie|bonnie,Bonnie Morris,72,"name too common in DIME donor pool (n=72 same-name individuals, no recipient/candidate match) -- not search-tractable"
myers|jamie|jamie,Jamie Myers,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
gamble|richard|richard,Richard Gamble,50,"name too common in DIME donor pool (n=50 same-name individuals, no recipient/candidate match) -- not search-tractable"
oppenheimer|robert|robert,Robert Oppenheimer,25,"name too common in DIME donor pool (n=25 same-name individuals, no recipient/candidate match) -- not search-tractable"
costello|matthew|matthew,Matthew Costello,45,"name too common in DIME donor pool (n=45 same-name individuals, no recipient/candidate match) -- not search-tractable"
kern|kevin|kevin,Kevin Kern,46,"name too common in DIME donor pool (n=46 same-name individuals, no recipient/candidate match) -- not search-tractable"
brady|lisa|lisa,Lisa Brady,61,"name too common in DIME donor pool (n=61 same-name individuals, no recipient/candidate match) -- not search-tractable"
taylor|kerry|kerry,Kerry Taylor,39,"name too common in DIME donor pool (n=39 same-name individuals, no recipient/candidate match) -- not search-tractable"
jackson|maurice|maurice,Maurice Jackson,53,"name too common in DIME donor pool (n=53 same-name individuals, no recipient/candidate match) -- not search-tractable"
turner|nicole|nicole myers,Nicole Myers Turner,45,"name too common in DIME donor pool (n=45 same-name individuals, no recipient/candidate match) -- not search-tractable"
bonner|christopher|christopher,Christopher Bonner,44,"name too common in DIME donor pool (n=44 same-name individuals, no recipient/candidate match) -- not search-tractable"
blackwell|christopher|christopher,Christopher Blackwell,28,"name too common in DIME donor pool (n=28 same-name individuals, no recipient/candidate match) -- not search-tractable"
lopez|rachel|rachel,Rachel López,52,"name too common in DIME donor pool (n=52 same-name individuals, no recipient/candidate match) -- not search-tractable"
lerner|jack|jack,Jack Lerner,23,"name too common in DIME donor pool (n=23 same-name individuals, no recipient/candidate match) -- not search-tractable"
adams|diana|diana,Diana Adams,76,"name too common in DIME donor pool (n=76 same-name individuals, no recipient/candidate match) -- not search-tractable"
regan|christopher|chris,Chris Regan,82,"name too common in DIME donor pool (n=82 same-name individuals, no recipient/candidate match) -- not search-tractable"
miller|monica|monica,Monica Miller,135,"name too common in DIME donor pool (n=135 same-name individuals, no recipient/candidate match) -- not search-tractable"
kent|george|george,George Kent,33,"name too common in DIME donor pool (n=33 same-name individuals, no recipient/candidate match) -- not search-tractable"
walker|justin|justin,Prof. Justin Walker,87,"name too common in DIME donor pool (n=87 same-name individuals, no recipient/candidate match) -- not search-tractable"
knight|benjamin|ben,Ben Knight,32,"name too common in DIME donor pool (n=32 same-name individuals, no recipient/candidate match) -- not search-tractable"
howell|denise|denise,Denise Howell,22,"name too common in DIME donor pool (n=22 same-name individuals, no recipient/candidate match) -- not search-tractable"
burden|j|j,J Burden,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
carson|stephen|stephen,Stephen Carson,35,"name too common in DIME donor pool (n=35 same-name individuals, no recipient/candidate match) -- not search-tractable"
macdonald|kevin|kevin,Dr. Kevin MacDonald,40,"name too common in DIME donor pool (n=40 same-name individuals, no recipient/candidate match) -- not search-tractable"
thomas|brooke|brooke,Brooke Thomas,30,"name too common in DIME donor pool (n=30 same-name individuals, no recipient/candidate match) -- not search-tractable"
slaughter|john|john,John Slaughter,62,"name too common in DIME donor pool (n=62 same-name individuals, no recipient/candidate match) -- not search-tractable"
weber|andrew|andy,Andy Weber,137,"name too common in DIME donor pool (n=137 same-name individuals, no recipient/candidate match) -- not search-tractable"
palmer|benjamin|ben,Ben Palmer,37,"name too common in DIME donor pool (n=37 same-name individuals, no recipient/candidate match) -- not search-tractable"
mccoy|andrew|drew,Drew McCoy,44,"name too common in DIME donor pool (n=44 same-name individuals, no recipient/candidate match) -- not search-tractable"
silverman|david|david,David Silverman,135,"name too common in DIME donor pool (n=135 same-name individuals, no recipient/candidate match) -- not search-tractable"
ballard|christopher|chris,Chris Ballard,67,"name too common in DIME donor pool (n=67 same-name individuals, no recipient/candidate match) -- not search-tractable"
lee|brent|brent,Brent Lee,47,"name too common in DIME donor pool (n=47 same-name individuals, no recipient/candidate match) -- not search-tractable"
johnson|emma|emma,Emma Johnson,124,"name too common in DIME donor pool (n=124 same-name individuals, no recipient/candidate match) -- not search-tractable"
doyle|andrew|andrew,Andrew Doyle,67,"name too common in DIME donor pool (n=67 same-name individuals, no recipient/candidate match) -- not search-tractable"
mackey|john|john,John Mackey,119,"name too common in DIME donor pool (n=119 same-name individuals, no recipient/candidate match) -- not search-tractable"
